label,TYPE_ACCELEROMETER_X(Mean),TYPE_ACCELEROMETER_Y(Mean),TYPE_ACCELEROMETER_Z(Mean),TYPE_GYROSCOPE_X(Mean),TYPE_GYROSCOPE_Y(Mean),TYPE_GYROSCOPE_Z(Mean),TYPE_ACCELEROMETER_X(S.D),TYPE_ACCELEROMETER_Y(S.D),TYPE_ACCELEROMETER_Z(S.D),TYPE_GYROSCOPE_X(S.D),TYPE_GYROSCOPE_Y(S.D),TYPE_GYROSCOPE_Z(S.D),TYPE_ACCELEROMETER_X(varience),TYPE_ACCELEROMETER_Y(varience),TYPE_ACCELEROMETER_Z(varience),TYPE_GYROSCOPE_X(varience),TYPE_GYROSCOPE_Y(varience),TYPE_GYROSCOPE_Z(varience)
walking,0.5063751182,9.219796147,-1.50473021496,-0.226060041333333,0.131728051373737,0.03355346249495,2.04108934928732,3.38482842983075,3.86543976853617,1.29332186672101,1.20060835292132,0.925654289032945,4.16604573177412,11.4570634993905,14.9416246041809,1.67268145093872,1.44146041710445,0.856835862805088
walking,1.24164795078,9.3680694693,-1.29332946526,0.06015320069,0.02303771706,-0.13537597659,2.39091696426523,4.03418204719534,4.16860802831884,1.58346240587273,1.36313108361092,0.981034862593973,5.71648393001126,16.2746247899131,17.3772928937643,2.50735319081224,1.85812635110627,0.962429401624775
walking,1.36111877942,9.6949181848,-1.2071600377,0.16682587196,0.01926726822,-0.17340088072,2.50966477232419,4.45912367672613,4.20576669719367,1.50935061687818,1.41808656847731,0.897928432594999,6.29841726944501,19.8837839643396,17.6884735112233,2.27813928467053,2.01096951569575,0.806275470062511
walking,1.2764727732,9.62079343,-1.18190428258,0.1441925113,0.1130157439,-0.19676056076,2.51909063160427,4.41191308360435,4.09393396227282,1.53969574944867,1.40503792944505,0.873597903485904,6.34581761023638,19.4649770572792,16.7602952874509,2.3706630008703,1.97413158317923,0.763173296974966
walking,1.5019891269,9.4796136228,-0.48497923813,0.03781891369,-0.03826141538,-0.09983978494,2.38005594143658,3.99210589446843,3.42419310762841,1.621070822275,1.43162160471027,0.959042025538206,5.66466628436758,15.9369094726496,11.7250984383299,2.62787061083135,2.0495404190732,0.919761606748425
walking,1.58668273724,10.0728973133,-0.14172974145,-0.06965484196,-0.18794708092,0.00162048302,2.271096885931,3.43532772445436,3.28658427676506,1.59374193471553,1.26125554569984,0.944243550523819,5.15788106528549,11.8014765744048,10.8016362082793,2.5400133544708,1.5907655515586,0.891595882705828
walking,1.34481322994,10.0155244125,-0.8884759575,-0.26680755505,-0.06365051245,0.06991577337,2.20628016115874,4.0821619653906,4.05136742857404,1.56169209753778,1.08586417492369,0.879294575599799,4.86767214952262,16.6640463116817,16.4135780413106,2.43888220751194,1.1791010063827,0.77315895067923
walking,1.42041382358,9.1492597791,-1.2475073163,-0.32883300894,0.08629150695,0.04248657073,2.29251532521559,4.6880374522829,4.26500756455589,1.55180765738005,1.22985947974468,0.893652994802904,5.25562651634834,21.9776951540072,18.190289525719,2.40810700550337,1.51255433991786,0.7986156751202
walking,1.59120545073,9.2176419098,-1.12796508068,-0.11478271388,0.01222839937,-0.08330535954,2.61715515663993,4.79191917780105,4.43581224345316,1.6777657798408,1.43497784549094,0.983586443588961,6.84950111392698,22.9624894065774,19.6764302591689,2.8148980120048,2.05916141704983,0.96744229201198
walking,1.60217895703,9.4836721768,-0.95074646498,0.16693267786,0.02027130557,-0.20581817089,2.90961862222789,4.91099158000489,4.86122897041335,1.66274438275629,1.45923358554423,0.902818192369162,8.46588052681533,24.1178382988789,23.631547102786,2.7647188823876,2.12936265718027,0.815080688472721
walking,1.50924926738,9.6097723383,-0.8278717054,0.17198486483,-0.01425017938,-0.19962310224,2.91978617863773,4.32671231150941,4.49833725083036,1.51790198833636,1.46299537800627,0.895345305060688,8.5251513289639,18.7204394265671,20.235038022208,2.30402644619547,2.14035547606771,0.801643215294216
walking,1.45614318146,9.3706164657,-0.1839337089,-0.01374969817,-0.20783538518,-0.10082244785,2.68019073235231,3.7372014927794,3.3422815708353,1.55068361671688,1.35548048505966,1.07031413203846,7.18342236178723,13.9666749976326,11.1708460987453,2.40461967915415,1.83732734537757,1.14557234124125
walking,1.26397582446,9.474710113,0.28759399817,-0.03556061202,-0.27270202626,-0.06185760856,2.4874286160335,3.4618791829258,3.118874959587,1.52658247686015,1.30639040181155,1.1606605513409,6.18730111986231,11.984607477175,9.72738101353882,2.33045405865648,1.70665588194535,1.34713291543895
