label,TYPE_ACCELEROMETER_X(mean),TYPE_ACCELEROMETER_Y(mean),TYPE_ACCELEROMETER_Z(mean),TYPE_GYROSCOPE_X(mean),TYPE_GYROSCOPE_Y(mean),TYPE_GYROSCOPE_Z(mean),TYPE_ACCELEROMETER_X(S.D),TYPE_ACCELEROMETER_Y(S.D),TYPE_ACCELEROMETER_Z(S.D),TYPE_GYROSCOPE_X(S.D),TYPE_GYROSCOPE_Y(S.D),TYPE_GYROSCOPE_Z(S.D),TYPE_ACCELEROMETER_X(Varience),TYPE_ACCELEROMETER_Y(Varience),TYPE_ACCELEROMETER_Z(Varience),TYPE_GYROSCOPE_X(Varience),TYPE_GYROSCOPE_Y(Varience),TYPE_GYROSCOPE_Z(Varience)
walking,0.28842834465,9.66528259,-0.52713562345,-0.05497589402,-0.07397308316,0.00818481576,1.37271531636941,2.27485278652505,2.20436291511736,0.884908170689427,0.610086850342945,0.614588347860956,1.88434733979517,5.17495520036077,4.85921586154471,0.783062470552909,0.372205964961375,0.37771883732646
walking,0.23606018255,9.363136208,-1.37945130485,-0.06200408822,0.00637054691,0.00186157417,1.92607756143446,3.72969613663788,2.91711239362551,1.17247969211516,0.903322104309157,0.880246079357566,3.70977477266131,13.9106332716515,8.50954471704353,1.37470862842245,0.815990824133524,0.774833160224367
walking,0.6432464577,9.6571953196,-1.13022644925,0.1146942179,0.01384735528,-0.06240692171,2.31871026947574,4.42746513932945,3.3063272452983,1.35992979800573,1.06323821466239,0.945253779095784,5.37641731377227,19.6024475599776,10.9317998530018,1.84940905550392,1.13047550111847,0.89350470689486
walking,0.8498388589,9.55747558553,-1.16017150592,0.13609924145,0.03919372895,-0.09885101315,2.39559269098592,4.65560354205153,3.3401382023142,1.38145423484937,1.08281746628592,0.934607879015169,5.73886434110515,21.6746443407628,11.1565232105587,1.90841580298326,1.17249366529386,0.873491887517234
walking,0.94410155626,9.57551882613,-1.0632903947,0.11113738731,0.14844055293,-0.13327636904,2.27691478822604,4.80195038881498,3.27016666360063,1.43424362389224,0.992253575675065,0.934861991640697,5.18434095284243,23.0587275366404,10.6939900077249,2.05705477267553,0.984567158439953,0.87396694341441
walking,0.93462768478,9.4452292029,-0.57471923053,-0.02476958964,0.14880371108,-0.04961090364,2.27870960377919,4.482960516387,2.96724514840139,1.46904720068225,1.00724366333561,0.98691042413343,5.19251745835551,20.0969349914848,8.80454377071158,2.15809967783234,1.01453979732975,0.973992185263226
walking,1.00611023008,9.6569096477,-0.34189514331,-0.04072722997,-0.07315063268,-0.0221496574,2.27203183171275,4.24682526085917,3.07475283015474,1.42073603287929,0.950493167084249,1.00250912884495,5.16212864431601,18.0355247962716,9.4541049665446,2.01849087512158,0.903437260673846,1.00502455341746
walking,1.03162780632,10.0968379174,-0.82520568459,-0.07590026562,-0.15688018413,0.04701080506,2.28998533729926,4.38254907428158,3.50030465176144,1.42226567316378,0.967654991060726,0.950322878630451,5.24403284504562,19.2067363884863,12.2521326551428,2.02283964506003,0.936356181724734,0.903113573648467
walking,0.83565185981,9.483422232,-1.09142638106,-0.2324005111,0.0383712799,0.09494781529,1.98674088553615,4.6868487745788,3.3954702917123,1.3175943180258,1.05196763840226,0.928476050191681,3.94713934626096,21.9665514357708,11.5292185019008,1.73605478689387,1.10663591224563,0.862067775779545
walking,0.80694458485,9.0895660543,-1.02625183484,-0.24458771082,0.05081482244,0.08000487939,2.02144094780056,4.90209336217905,3.55312791294053,1.26521384846315,1.04420681448245,1.00447647229547,4.08622350544484,24.0305193315199,12.6247179657171,1.60076608234292,1.09036787141159,1.00897298339515
